Name,Address,Cuisines,Take_Out,Phone,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
Tutto il giorno,"114 Franklin St New York City, Ny 10013-2987",Italian; Gluten Free Options,Yes,+1 212-274-8100,05:30 PM,11:00 PM,05:30 PM,11:00 PM
Peasant,"194 Elizabeth St New York City, Ny 10012-4255",Italian; Gluten Free Options,No,+1 212-965-9511,06:00 PM,11:30 PM,06:00 PM,10:30 PM
Beyond sushi,"75 9Th Ave New York City, Ny 10011-7006",Sushi; Fast Food; Healthy,Yes,+1 212-929-2889,10:30 AM,08:30 PM,10:30 AM,08:00 PM
Amali,"115 E 60Th St New York City, Ny 10022-1124",Vegetarian Friendly; Gluten Free Options; Mediterranean,Yes,+1 212-339-8363,12:00 PM,10:30 PM,12:00 PM,09:30 PM
H k wonton garden,"79 Mulberry St New York City, Ny 10013-4495",Chinese; Soups; Asian,Yes,+1 212-349-1495,10:00 AM,01:00 AM,10:00 AM,01:00 AM
The wayfarer,"101 W 57Th St New York City, Ny 10019-2215",Vegetarian Friendly; Sushi; American,Yes,+1 212-691-0030,06:30 AM,11:00 PM,06:30 AM,11:00 PM
Morso,"420 E 59Th St New York City, Ny 10022-2396",Italian; Vegetarian Friendly,Yes,+1 212-759-2706,12:00 PM,11:00 PM,11:30 AM,10:00 PM
Chelsea market,"75 9Th Ave New York City, Ny 10011-7006",Vegetarian Friendly; Thai; Asian,Yes,+1 212-924-2999,10:00 AM,09:30 PM,10:00 AM,08:00 PM
Chelsea market,"75 9Th Ave New York City, Ny 10011-7006",Vegetarian Friendly; Thai; Asian,Yes,+1 212-924-2999,10:00 AM,09:30 PM,10:00 AM,08:00 PM
Parker and quinn,"63 W 39Th St New York City, Ny 10018-3801",Vegetarian Friendly; American; Bar,Yes,+1 212-729-0277,07:00 AM,04:00 AM,07:00 AM,04:00 AM
Gigino at wagner park,"20 Battery Pl New York City, Ny 10004-1002",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-528-2228,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Raymi,"43 W 24Th St New York City, Ny 10010-3205",Peruvian; Gluten Free Options; Latin,Yes,+1 212-929-1200,Closed,Closed,Closed,Closed
Beyond sushi,"62 W 56Th St New York City, Ny 10019-3824",Sushi; Asian; Healthy,Yes,+1 646-964-5097,12:00 PM,09:30 PM,12:00 PM,09:30 PM
Amada,"250 Vesey St New York City, Ny 10281-1052",Vegetarian Friendly; Vegan Options; Spanish,Yes,+1 212-542-8947,07:30 AM,11:00 PM,07:30 AM,10:00 PM
Luke's lobster midtown east,"207 E 43Rd St New York City, Ny 10017-4784",Seafood; American; Fast Food,Yes,+1 646-657-0066,11:00 AM,09:00 PM,11:00 AM,09:00 PM
The sea fire grill,"158 E 48Th St New York City, Ny 10017-1224",Seafood; Vegetarian Friendly; American,Yes,+1 212-935-3785,04:00 PM,10:45 PM,04:00 PM,10:45 PM
Il mulino prime,"331 W Broadway New York City, Ny 10013-2265",Italian; Steakhouses,Yes,+1 212-226-0020,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Amy ruth's home style southern cuisine,"113 W 116Th St New York City, Ny 10026-2521",Vegetarian Friendly; American,Yes,+1 212-280-8779,08:30 AM,05:30 AM,08:30 AM,11:00 PM
Scalini fedeli,"165 Duane St New York City, Ny 10013-3332",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-528-0400,05:30 PM,11:00 PM,05:00 PM,09:00 PM
Luke's lobster- upper east side,"242 E 81St St New York City, Ny 10028-2602",Seafood; American; Fast Food,Yes,+1 212-249-4241,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Colonie,"127 Atlantic Ave Brooklyn, Ny 11201-5546",Gluten Free Options; Vegetarian Friendly; American,No,+1 718-855-7500,11:00 AM,01:00 AM,11:00 AM,12:00 AM
Sardi's restaurant,"234 W 44Th St New York City, Ny 10036-3909",International; Italian; American,No,+1 212-221-8440,11:30 AM,11:30 PM,12:00 PM,07:00 PM
Armani ristorante,717 5Th Avegiorgio Armaninew York Ny 10022,Italian; Vegetarian Friendly,No,+1 212-207-1902,11:45 AM,10:00 PM,12:00 PM,03:00 PM
The grey dog,"242 W 16Th St New York City, Ny 10011-6110",Vegetarian Friendly; American; Cafe,Yes,+1 212-966-1060,07:30 AM,11:30 PM,07:30 AM,10:30 PM
Dovetail,"103 W 77Th St New York City, Ny 10024-6909",Fusion; Vegetarian Friendly; American,No,+1 212-362-3800,05:00 PM,11:00 PM,05:00 PM,10:00 PM
Strip house,"15 W 44Th St New York City, Ny 10036-6611",Gluten Free Options; Steakhouse; American,No,+1 212-336-5454,05:00 PM,11:00 PM,05:00 PM,10:00 PM
Saxon and parole,"316 Bowery New York City, Ny 10012-2802",Vegan Options; Vegetarian Friendly; American,No,+1 212-254-0350,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Tommy bahama restaurant | bar | store - new york,"551 5Th Ave New York City, Ny 10176-0001",Caribbean; American; Bar,Yes,+1 212-537-0960,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Campagnola restaurant,"1382 1St Ave New York City, Ny 10021-9522",Italian; Vegetarian Friendly,Yes,+1 212-861-1102,05:00 PM,12:00 AM,05:00 PM,12:00 AM
Greecologies,"379 Broome St # Ny New York City, Ny 10013-3705",Juice Bars & Smoothies; Greek; Ice Cream & Frozen Yogurt,Yes,+1 212-941-0100,08:00 AM,08:00 PM,08:00 AM,08:00 PM
Esca,"402 W 43Rd St New York City, Ny 10036-6322",Seafood; Italian; Mediterranean,No,+1 212-564-7272,12:00 PM,11:30 PM,04:30 PM,10:30 PM
Buceo 95,"201 W 95Th St New York City, Ny 10025-6305",Wine Bar; Spanish; Mediterranean,Yes,+1 212-662-7010,05:00 PM,12:00 PM,05:00 PM,12:00 PM
Lavagna,"545 E 5Th St New York City, Ny 10009-6729",Italian; Gluten Free Options; Mediterranean,Yes,+1 212-979-1005,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Ricardo steak house,"2145 2Nd Ave New York City, Ny 10029-3354",Seafood; Steakhouses; American (New),Yes,+1 212-289-5895,12:30 PM,12:00 PM,12:30 PM,11:00 PM
Mulino a vino,"337 W 14Th St New York City, Ny 10014-5004",Wine Bar; Italian; European,Yes,+1 855-343-4513,05:00 PM,12:00 AM,01:00 PM,12:00 AM
Taco mix,"234 E 116Th St New York City, Ny 10029-1412",Fast Food; Mexican; Latin,Yes,+1 212-831-8147,09:00 AM,05:30 AM,09:00 AM,05:30 AM
Ousia,"629 W 57Th St New York City, Ny 10019-1001",Vegetarian Friendly; Mediterranean; Greek,Yes,+1 212-333-2000,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Cafe panino mucho giusto,"551 Hudson St New York City, Ny 10014-2496",Bagels; Breakfast & Brunch; Cafes,Yes,+1 212-229-2799,08:00 AM,10:00 PM,08:00 AM,10:00 PM
Giorgio's of gramercy,"27 E 21St St New York City, Ny 10010-6208",International; Italian; American,Yes,+1 212-477-0007,05:00 PM,11:30 PM,05:00 PM,10:00 PM
Westville - west,"210 W 10Th St New York City, Ny 10014-6411",Vegetarian Friendly; American; Healthy,Yes,+1 212-741-7971,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Bistro le steak,"1309 3Rd Ave Ste 1 New York City, Ny 10021-3301",Brasseries; Steakhouses; French,Yes,+1 212-517-3800,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Carbone,"181 Thompson St New York City, Ny 10012-2583",Italian,No,+1 212-254-3000,05:30 PM,12:00 AM,05:30 PM,12:00 AM
La maison du croque monsieur,"17 E 13Th St New York City, Ny 10003-4480",Cafe; French,Yes,+1 212-675-2227,10:00 AM,09:00 PM,10:00 AM,09:00 PM
Kiki’s,"130 Division St New York City, Ny 10002-6104",Vegetarian Friendly; Mediterranean; Greek,Yes,+1 646-882-7052,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Shanghai cafe,"100 Mott St New York City, Ny 10013-4626",Chinese; Soups; Asian,Yes,+1 212-966-3988,11:30 AM,09:00 PM,11:30 AM,09:00 PM
Aurora,"70 Grand St Brooklyn, Ny 11249-4111",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 718-388-5100,06:00 PM,12:00 AM,11:00 AM,10:00 PM
Il punto ristorante,"507 9Th Ave New York City, Ny 10018-2802",Italian; Vegetarian Friendly; Mediterranean,Yes,+1 212-244-0088,12:00 PM,10:00 PM,12:00 PM,10:00 PM
Ed's lobster bar,"222 Lafayette St New York City, Ny 10012-4026",Seafood; American (Traditional); Bars,Yes,+1 212-343-3236,12:00 PM,12:00 AM,12:00 PM,09:00 PM
Gray's papaya,"2090 Broadway Ste 1 New York City, Ny 10023-2802",American; Fast Food,Yes,+1 212-799-0243,12:00 AM,11:59 PM,12:00 AM,11:59 PM
Blue ribbon sushi bar - hudson eats,"225 Liberty St New York City, Ny 10281-1048",Japanese; Sushi; Asian,Yes,+1 212-786-0808,11:00 AM,09:00 PM,11:00 AM,07:00 PM
Tasty hand pulled noodles,"1 Doyers St New York City, Ny 10013-5150",Chinese; Vegetarian Friendly; Asian,Yes,+1 212-791-1817,10:30 AM,10:30 PM,10:30 AM,10:30 PM
Five tacos,"119 Saint Marks Pl New York City, Ny 10009-5133",Mexican,Yes,+1 212-477-7090,Closed,Closed,Closed,Closed
Eataly,"200 Fifth Ave New York City, Ny 10010-3302",Italian; Vegetarian Friendly; Soups,Yes,+1 212-229-2560,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Eataly,"200 Fifth Ave New York City, Ny 10010-3302",Italian; Vegetarian Friendly; Soups,Yes,+1 212-229-2560,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Eataly,"200 Fifth Ave New York City, Ny 10010-3302",Italian; Vegetarian Friendly; Soups,Yes,+1 212-229-2560,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Banh mi zon,"443 E 6Th St New York City, Ny 10009-6340",Vietnamese; Salad; Sandwiches,Yes,+1 646-524-6384,12:00 PM,09:00 PM,12:00 PM,08:00 PM
Dell'anima,"38 8Th Ave New York City, Ny 10014-1803",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-366-6633,11:00 AM,01:00 AM,11:00 AM,12:00 AM
Biryani cart,"46Th St And 6Th Ave New York City, Ny 10036",International; Indian; Middle Eastern,Yes,+1 917-420-5975,09:00 AM,12:00 PM,09:00 AM,12:00 PM
Chazz palminteri italian restaurant,"30 W 46Th St New York City, Ny 10036-4500",Seafood; Italian; Vegetarian Friendly,Yes,+1 212-355-5540,04:00 PM,11:00 PM,04:00 PM,10:30 PM
Sushi of gari tribeca,"130 W Broadway New York City, Ny 10013-3328",Japanese; Sushi; Asian,Yes,+1 212-285-0130,05:30 PM,11:30 PM,Closed,Closed
Pisticci restaurant,"125 La Salle St New York City, Ny 10027-4651",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-932-3500,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Fine and rare,"9 E 37Th St New York City, Ny 10016-2822",Lounges; Jazz & Blues; American (New),No,+1 212-725-3866,05:00 PM,02:00 AM,11:00 AM,02:00 AM
The crosby bar,"79 Crosby St New York City, Ny 10012-3905",Gluten Free Options; American,No,+1 212-226-6400,07:00 AM,01:00 AM,07:00 AM,01:00 AM
Ruby’s cafe,"219 Mulberry St New York City, Ny 10012-5735",Vegetarian Friendly; American; Cafe,Yes,+1 212-925-5755,09:30 AM,11:00 PM,09:30 AM,11:00 PM
Caviar russe,"538 Madison Ave New York City, Ny 10022-3215",Seafood; Gluten Free Options,No,+1 212-980-5908,12:00 PM,10:00 PM,12:00 PM,04:00 PM
Cafe one,"1619 Amsterdam Ave New York City, Ny 10031-6103",Cafe,Yes,+1 212-690-0060,08:00 AM,06:00 PM,08:00 AM,06:00 PM
Streecha ukrainian kitchen,"33 E 7Th St New York City, Ny 10003-8191",Russian,Yes,+1 212-674-1615,09:00 AM,08:59 AM,09:00 AM,08:59 AM
The lobster place,"75 9Th Ave New York City, Ny 10011-7006",Seafood; Gluten Free Options,Yes,+1 212-255-5672,09:30 AM,09:00 PM,10:00 AM,08:00 PM
Sofia pizza shoppe,"989 1St Ave New York City, Ny 10022-4104",Pizza; Italian,Yes,+1 212-888-8816,12:00 PM,10:00 PM,02:00 PM,09:00 PM
Nica trattoria,"354 E 84Th St New York City, Ny 10028-4403",Italian; Wine Bars,No,+1 212-472-5940,06:00 PM,10:30 PM,06:00 PM,10:30 PM
Casa mono,"52 Irving Pl New York City, Ny 10003-3447",Spanish; Gluten Free Options; Mediterranean,No,+1 212-253-2773,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Bg - bergdorf goodman,"754 5Th Ave New York City, Ny 10019-2503",Vegan Options; Vegetarian Friendly; American,No,+1 212-872-8977,10:00 AM,07:00 PM,11:00 AM,06:00 PM
Brasserie 8 1/2,"9 W 57Th St New York City, Ny 10019-2701",Vegetarian Friendly; Gluten Free Options; French,No,+1 212-829-0812,05:00 PM,10:00 PM,11:00 AM,09:00 PM
Taqueria diana,"129 2Nd Ave New York City, Ny 10003-8348",Fast Food; Mexican; Latin,Yes,+1 646-422-7871,12:00 PM,04:00 AM,01:00 PM,10:00 PM
Shake shack,"154 E 86Th St New York City, Ny 10028-2107",Juice Bars & Smoothies; Ice Cream & Frozen Yogurt; Burgers,Yes,+1 646-237-5035,11:00 AM,12:00 AM,11:00 AM,11:00 PM
The meatball shop,"64 Greenwich Ave New York City, Ny 10011-8307",Italian; American (Traditional),Yes,+1 212-982-7815,11:30 AM,02:00 AM,11:30 AM,12:00 AM
Lusardi's restaurant,"1494 2Nd Ave New York City, Ny 10075-1346",Italian; Gluten Free Options,Yes,+1 212-249-2020,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Keybar,"432 E 13Th St New York City, Ny 10009-3716",Lounges; Dance Clubs; Cocktail Bars,No,+1 212-478-3021,04:00 PM,04:00 AM,04:00 PM,04:00 AM
Shake shack,"Southeast Corner Of Madison Square Park New York City, Ny 10010",Ice Cream & Frozen Yogurt; Food Stands; Burgers,Yes,+1 212-889-6600,08:30 AM,10:00 PM,08:30 AM,10:00 PM
I sodi,"105 Christopher St New York City, Ny 10014-4213",Italian; Vegetarian Friendly,No,+1 212-414-5774,05:30 PM,11:00 PM,05:30 PM,10:30 PM
Tomoe sushi,"172 Thompson St New York City, Ny 10012-2576",Japanese; Sushi; Asian,Yes,+1 212-777-9346,01:00 PM,11:00 PM,05:00 PM,10:00 PM
2 bros pizza,"32 Saint Marks Pl New York City, Ny 10003-8033",Pizza,Yes,+1 212-777-0600,10:00 AM,02:00 AM,10:00 AM,12:00 PM
Wolfgang's steakhouse,"250 W 41St St New York City, Ny 10036-7203",Gluten Free Options; Steakhouse; American,No,+1 212-921-3720,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Table 87 coal oven pizza,"87 Atlantic Ave Brooklyn, Ny 11201-5503",Pizza; Italian; Vegetarian Friendly,Yes,+1 718-797-9300,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Royal 35 steakhouse,"1 E 35Th St New York City, Ny 10016-3828",Gluten Free Options; Steakhouse; American,Yes,+1 212-804-7276,04:00 PM,11:00 PM,04:00 PM,10:00 PM
Sfoglia restaurant,"1402 Lexington Ave New York City, Ny 10128-1621",Italian; Vegetarian Friendly,No,+1 212-831-1402,05:30 PM,10:30 PM,05:30 PM,10:00 PM
Tbar,"1278 3Rd Ave New York City, Ny 10021-3656",Gluten Free Options; Steakhouse; American,Yes,+1 212-772-0404,11:30 AM,10:30 PM,11:30 AM,09:30 PM
Quatorze bis,"323 E 79Th St New York City, Ny 10075-0922",Seafood; Wine Bars; French,Yes,+1 212-535-1414,12:00 PM,10:30 PM,12:00 PM,10:30 PM
44 & x hell’s kitchen,"622 10Th Ave New York City, Ny 10036-3004",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-977-1170,11:30 AM,12:00 AM,11:30 AM,10:30 PM
Le gigot,"18 Cornelia St New York City, Ny 10014-4138",Gluten Free Options; European; French,No,+1 212-627-3737,11:00 AM,11:00 PM,05:00 PM,10:00 PM
D’amore winebar & ristorante,"118 E 116Th St New York City, Ny 10029-1326",Pizza; Italian; Wine Bar,Yes,+1 646-678-3681,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Firenze ristorante,"1555 2Nd Ave. New York, Ny 10028 New York City, Ny 10028-4127",Italian; Gluten Free Options,Yes,+1 212-861-9368,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Blue fin,"1567 Broadway New York City, Ny 10036-1517",Seafood; Japanese; American,Yes,+1 212-918-1400,07:00 AM,12:00 AM,07:00 AM,11:00 PM
Breakroom,"83 Baxter St New York City, Ny 10013-4544",American; Fast Food,Yes,+1 212-227-2802,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Cocoron,"61 Delancey St New York City, Ny 10002-2916",Japanese; Vegan; Noodles,No,+1 212-925-5220,12:00 PM,11:00 PM,12:00 PM,11:00 PM
The jeffrey craft beer bar and bites,"311 E 60Th St New York City, Ny 10022-1572",Pub; American; Bar,Yes,+1 212-355-2337,08:00 AM,02:00 AM,11:00 AM,02:00 AM
Novita restaurant,"102 E 22Nd St New York City, Ny 10010-5404",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-677-2222,05:30 PM,11:00 PM,05:00 PM,10:00 PM
Hell's kitchen,"754 9Th Ave New York City, Ny 10019-8419",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-977-1588,05:00 PM,12:00 AM,05:00 PM,11:00 PM
Bistro vendome,"405 E 58Th St New York City, Ny 10022-2302",Gluten Free Options; European; French,Yes,+1 212-935-9100,05:00 PM,11:00 PM,05:00 PM,09:00 PM
The leopard at des artistes,"1 W 67Th St New York City, Ny 10023-6200",Italian; European; Mediterranean,Yes,+1 212-787-8767,05:00 PM,11:00 PM,05:00 PM,10:00 PM
Pera soho,"54 Thompson St New York City, Ny 10012-4308",European; Mediterranean; Turkish,Yes,+1 212-878-6305,12:00 PM,11:00 PM,12:00 PM,09:30 PM
Juicy spot cafe,"109 Ludlow St New York City, Ny 10002-3240",Coffee & Tea; Juice Bars & Smoothies; Ice Cream & Frozen Yogurt,Yes,+1 212-933-0478,10:00 AM,11:30 PM,10:00 AM,10:00 PM
Momofuku ssam bar,"207 2Nd Ave New York City, Ny 10003-5797",Vegetarian Friendly; Gluten Free Options; Asian,Yes,+1 212-254-3500,11:30 AM,12:30 AM,11:30 AM,11:30 PM
Los tacos no. 1,"75 9Th Ave New York City, Ny 10011-7006",Fast Food; Mexican; Latin,Yes,+1 212-256-0343,11:00 AM,09:00 PM,11:00 AM,08:00 PM
Benito one,"174 Mulberry St New York City, Ny 10013-3759",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-226-9171,11:00 AM,10:00 PM,11:00 AM,10:00 PM
August,"791 Lexington Ave New York City, Ny 10065-8162",Gluten Free Options; Vegetarian Friendly; American,No,+1 212-935-1433,11:30 AM,10:30 PM,11:30 AM,09:00 PM
Taboonette,"30 E 13Th St New York City, Ny 10003-4666",Middle Eastern; Mediterranean; Fast Food,Yes,+1 212-510-7881,11:00 AM,10:00 PM,11:00 AM,09:00 PM
L & m delicatessen & catering,"80 7Th Ave New York City, Ny 10011-6646",Grill; Vegetarian Friendly; Delicatessen,Yes,+1 212-242-2645,06:00 AM,01:00 AM,06:00 AM,12:00 AM
Hummus and pita co,"616 8Th Ave New York City, Ny 10018-3002",Middle Eastern; Mediterranean; Fast Food,Yes,+1 212-944-4500,11:00 AM,10:00 PM,11:00 AM,09:00 PM
Piccolo angolo restaurant,"621 Hudson St New York City, Ny 10014-1813",Italian; Vegetarian Friendly,Yes,+1 212-229-9177,05:00 PM,11:30 PM,04:00 PM,10:00 PM
Patsy's italian restaurant,"236 W 56Th St New York City, Ny 10019-4306",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-247-3491,12:00 PM,10:30 PM,12:00 PM,09:30 PM
Indikitch,"940 8Th Ave New York City, Ny 10019-4287",Vegan Options; Vegetarian Friendly; Indian,Yes,+1 646-918-7778,11:00 AM,09:00 PM,11:00 AM,09:00 PM
Flute midtown,"205 W 54Th St New York City, Ny 10019-5500",Lounges; Champagne Bars; Speakeasies,No,+1 212-265-5169,04:00 PM,04:00 AM,04:00 PM,02:00 AM
Dos toros taqueria,"137 4Th Ave New York City, Ny 10003-4916",Vegetarian Friendly; Fast Food; Mexican,Yes,+1 212-677-7300,11:30 AM,11:00 PM,11:30 AM,10:30 PM
Riverpark,"450 E 29Th St New York City, Ny 10016-8367",Vegan Options; Vegetarian Friendly; American,No,+1 212-729-9790,05:30 PM,11:00 PM,05:30 PM,10:00 PM
Lavo italian restaurant & nightclub,"39 E 58Th St New York City, Ny 10022-1617",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-750-5588,11:30 AM,01:00 AM,11:30 AM,01:00 AM
Black barn,"19 E 26Th St New York City, Ny 10010-1450",Vegan Options; Vegetarian Friendly; American,Yes,+1 212-265-5959,05:30 PM,11:00 PM,11:30 AM,03:00 PM
La brochette kosher steakhouse,"340 Lexington Ave New York City, Ny 10016-0907",Steakhouse; Sushi; Kosher,Yes,+1 212-972-2200,06:00 PM,12:00 PM,05:00 PM,10:00 PM
Le barricou,"533 Grand St Brooklyn, Ny 11211-3502",Vegetarian Friendly; European; French,Yes,+1 718-782-7372,11:00 AM,12:00 PM,11:00 AM,12:00 PM
The wild son,"53 Little West 12Th St New York City, Ny 10014-1304",Breakfast & Brunch; Cocktail Bars; American (New),Yes,+1 202-727-7900,10:00 AM,12:00 AM,10:00 AM,04:00 PM
Blt steak,"106 E 57Th St New York City, Ny 10022-2669",Steakhouse; American,Yes,+1 212-752-7470,05:30 PM,11:30 PM,05:00 PM,10:00 PM
Mr. chow - 57th,"324 E 57Th St New York City, Ny 10022-2425",Chinese; Vegetarian Friendly; Asian,Yes,+1 212-751-9030,05:00 PM,11:30 PM,05:00 PM,11:30 PM
Bxl zoute,"50 W 22Nd St New York City, Ny 10010-5883",Belgian; European; Bar,Yes,+1 646-394-9614,11:00 AM,11:30 PM,11:00 AM,11:30 PM
Hole in the wall cafe & cocktail bar,"15 Cliff St New York City, Ny 10038-2859",Vegetarian Friendly; Cafe; Australian,Yes,+1 212-602-9991,08:00 AM,07:00 PM,08:00 AM,07:00 PM
Gila's nosh,"221 E 23Rd St New York City, Ny 10010-3906",Israeli; Middle Eastern; Mediterranean,Yes,+1 212-213-3334,09:45 AM,10:00 PM,09:45 AM,10:00 PM
Aurora soho,"510 Broome St New York City, Ny 10013-1695",Italian; Vegetarian Friendly; Mediterranean,No,+1 212-334-9020,12:00 PM,12:00 AM,12:00 PM,10:30 PM
Downtown bakery,"69 1St Ave New York City, Ny 10003-9417",Mexican,Yes,+1 212-254-1757,06:00 AM,10:00 PM,06:00 AM,10:00 PM
The clam,"420 Hudson St New York City, Ny 10014-3932",Seafood; Soups; American,No,+1 212-242-7420,12:00 PM,12:00 AM,12:00 PM,10:00 PM
Trattoria trecolori,"254 W 47Th St New York City, Ny 10036-5652",Italian; Vegetarian Friendly; Vegan Options,Yes,+1 212-997-4540,12:00 PM,11:15 PM,12:00 PM,10:30 PM
Bleecker street pizza,"69 7Th Ave S New York City, Ny 10014-4043",Pizza; Italian; Fast Food,Yes,+1 212-924-4466,11:00 AM,05:00 AM,11:00 AM,02:00 AM
Gelso & grand,"186 Grand St New York City, Ny 10013-3712",Pizza; Italian; Vegetarian Friendly,Yes,+1 212-226-1600,11:00 AM,02:00 AM,11:00 AM,01:00 AM
West side steakhouse,"597 10Th Ave New York City, Ny 10036-3016",Steakhouse; American,Yes,+1 212-564-4803,11:30 AM,11:00 PM,11:30 AM,10:30 PM
Cellini restaurant,"65 E 54Th St New York City, Ny 10022-4224",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-751-1555,05:00 PM,09:00 PM,05:00 PM,09:00 PM
Asiate,"80 Columbus Cir New York City, Ny 10023-5800",Vegan Options; Vegetarian Friendly; Gluten Free Options,No,+1 212-805-8881,06:00 PM,10:00 PM,06:00 PM,09:00 PM
The ribbon,"20 W 72Nd St New York City, Ny 10023-4100",American; Bar; French,Yes,+1 646-416-9080,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Quality eats,"19 Greenwich Ave New York City, Ny 10014-3510",Gluten Free Options; Steakhouse; American,No,+1 212-337-9988,11:00 AM,02:00 AM,11:00 AM,10:00 PM
Caravaggio restaurant,"23 E 74Th St New York City, Ny 10021-2617",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-288-1004,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Village yokocho,"8 Stuyvesant St New York City, Ny 10003-7501",Japanese; Asian,No,+1 212-598-3041,12:00 PM,01:30 AM,12:00 PM,12:30 AM
Burger heights,"177 Wadsworth Ave New York City, Ny 10033-3879",Fast Food,Yes,+1 212-951-1984,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Orso,"322 W 46Th St New York City, Ny 10036-3801",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-489-7212,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Le bilboquet,"20 E 60Th St New York City, Ny 10022-1011",Vegetarian Friendly; Gluten Free Options; French,No,+1 212-751-3036,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Bathtub gin,"136 9Th Ave New York City, Ny 10011-4949",American,No,+1 646-559-1671,06:00 PM,04:00 AM,06:00 PM,02:00 AM
The odeon,"145 W Broadway New York City, Ny 10013-3373",Vegetarian Friendly; Contemporary; American,Yes,+1 212-233-0507,09:00 AM,12:00 AM,09:00 AM,12:00 AM
Jubilee,"948 1St Ave New York City, Ny 10022-6471",Vegetarian Friendly; European; French,Yes,+1 212-888-3569,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Feast,"102 3Rd Ave New York City, Ny 10003-5541",International; Vegetarian Friendly; American,No,+1 212-529-8880,06:00 PM,11:00 PM,11:00 AM,03:00 PM
Cafe mogador,"133 Wythe Ave Brooklyn, Ny 11249-2809",Moroccan; Middle Eastern; Mediterranean,Yes,+1 718-486-9222,09:00 AM,01:00 AM,09:00 AM,01:00 AM
Sweet chick,"178 Ludlow St New York City, Ny 10002-1549",Southern; Breakfast & Brunch; American (Traditional),Yes,+1 646-657-0233,11:00 AM,02:00 AM,11:00 AM,12:00 AM
Corkbuzz wine studio,"13 E 13Th St New York City, Ny 10003-4405",Wine Bar; American,Yes,+1 646-873-6071,04:00 PM,02:00 AM,04:00 PM,12:00 AM
Go! go! curry!,"273 W 38Th St New York City, Ny 10018-4416",Japanese; Fast Food; Asian,Yes,+1 212-730-5555,10:55 AM,09:55 PM,10:55 AM,09:55 PM
Dawat haute indian cuisine,"210 E 58Th St New York City, Ny 10022-2030",Vegan Options; Vegetarian Friendly; Indian,Yes,+1 212-355-7555,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Cocotte,"110 Thompson St New York City, Ny 10012-3749",Vegetarian Friendly; Spanish; French,No,+1 212-965-9100,11:00 AM,11:30 PM,11:00 AM,11:00 PM
Blue ribbon sushi,"119 Sullivan St New York City, Ny 10012-3680",Japanese; Sushi; Asian,Yes,+1 212-343-0404,12:00 PM,02:00 AM,12:00 PM,02:00 AM
Harry cipriani restaurant,"781 5Th Ave New York City, Ny 10022-1092",Italian; Vegetarian Friendly; Gluten Free Options,No,+1 212-753-5566,07:30 AM,11:00 PM,07:30 AM,11:00 PM
Osteria morini,"218 Lafayette St New York City, Ny 10012-4021",Italian; Vegetarian Friendly; Gluten Free Options,Yes,+1 212-965-8777,11:30 AM,12:00 AM,11:30 AM,10:00 PM
