Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
The Falafel Shop,"127 Rivington St New York City, NY 10002-2316",+1 212-466-1222,Fast Food;Mediterranean;Middle Eastern,10:00 AM,4:00 AM,10:00 AM,1:00 AM,No
The Mercer Kitchen,"99 Prince St New York City, NY 10012-3218",+1 212-966-5454,American;Vegetarian Friendly;Vegan Options,7:00 AM,1:00 AM,7:00 AM,11:00 PM,No
Saigon Market,"93 University Pl New York City, NY 10003-4505",+1 212-982-3691,Asian;Vietnamese;Vegetarian Friendly,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
The MasalaWala,"179 Essex St New York City, NY 10002-1547",+1 212-358-9300,Indian;Vegetarian Friendly;Vegan Options,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
Food Gallery 32,"11 W 32nd St New York City, NY 10001-3819",+1 212-967-1678,Asian;Korean,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
Eatsa,"285 Madison Ave New York City, NY 10017-6401",NaN,Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Blarney Stone Bar & Restaurant,"410 8th Ave New York City, NY 10001-1832",+1 212-594-5100,Bar;Pub;American,11:00 AM,4:00 AM,12:00 PM,3:00 AM,Yes
Mad Dog & Beans,"83 Pearl St New York City, NY 10004-2602",+1 212-269-1177,Mexican;Latin;Central American,11:30 AM,2:00 AM,11:30 AM,11:30 PM,Yes
Cafemarie,"120 Macdougal St New York City, NY 10012-1246",+1 212-995-0400,NaN,NaN,NaN,NaN,NaN,No
Nonna's L.E.S. Pizzeria,"105 Clinton St New York City, NY 10002-3415",+1 212-477-2708,Italian;Pizza;Fast Food,11:00 AM,4:00 AM,11:00 AM,12:00 AM,Yes
Massoni,"11 E 31st St New York City, NY 10016-6701",+1 212-951-1141,Italian;Pizza;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
River Deli,"32 Joralemon St Brooklyn, NY 11201-4043",+1 718-254-9200,Italian;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
Lumpia Shack,"50 Greenwich Ave New York City, NY 10011-8310",+1 917-475-1621,Filipino;Asian,12:00 PM,9:00 PM,NaN,NaN,Yes
Mangia,"50 W 57th St New York City, NY 10019-3914",+1 212-582-5882,Cafe;Italian;International,9:00 AM,5:00 PM,NaN,NaN,Yes
Pret,"62 W 45th St New York City, NY 10036-4208",+1 212-847-0295,American;Cafe;Fast Food,8:00 AM,6:00 PM,8:00 AM,6:00 PM,Yes
Marea,"240 Central Park S New York City, NY 10019-1457",+1 212-582-5100,Italian;Seafood;Mediterranean,11:30 AM,11:30 PM,11:30 AM,10:30 PM,No
Spicy Bistro,"64 East 34 ST New York City, NY 10016-4317",+1 718-404-4842,American;Indian;Bar,NaN,NaN,NaN,NaN,No
Stella's Pizza,"110 9th Ave New York City, NY 10011-4951",+1 212-462-4444,Italian;Pizza,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
Sunrise Mart,"494 Broome St New York City, NY 10013-2213",+1 212-219-0033,Sushi;Japanese;Asian,10:00 AM,9:00 PM,10:00 AM,9:00 PM,Yes
Sunita Bar,"106 Norfolk St New York City, NY 10002-3320",+1 212-253-8860,International,6:00 PM,4:00 AM,NaN,NaN,No
Persepolis,"1407 2nd Ave New York City, NY 10021-3769",+1 212-535-1100,Middle Eastern;Persian;Vegetarian Friendly,12:00 PM,11:30 PM,12:00 PM,11:00 PM,Yes
SakaMai,"157 Ludlow St New York City, NY 10002-2290",+1 646-590-0684,Japanese;Asian;Sushi,6:00 PM,11:30 PM,5:30 PM,10:30 PM,Yes
Nom Wah Tea Parlor,"13 Doyers St New York City, NY 10013-5104",+1 212-962-6047,Chinese;Asian;Vegetarian Friendly,10:30 AM,10:00 PM,10:30 AM,9:00 PM,Yes
Great NY Noodletown,"28 1/2 Bowery New York City, NY 10013-5102",+1 212-349-0923,Chinese;Asian,9:00 AM,4:00 AM,9:00 AM,4:00 AM,Yes
Sociale,"72 Henry St Brooklyn, NY 11201-1712",+1 718-576-3588,Italian;Vegetarian Friendly;Gluten Free Options,11:00 AM,10:30 PM,11:00 AM,10:00 PM,No
Trestle on Tenth,"242 10th Ave New York City, NY 10001-7002",+1 212-645-5659,American;Vegetarian Friendly;Gluten Free Options,8:30 AM,11:00 PM,8:30 AM,10:00 PM,No
Komegashi Too,"99 Town Square Pl Jersey City, NJ 07310-2758",+1 201-533-8888,Japanese;Sushi;Asian,12:00 PM,3:00 PM5:00 PM,5:00 PM,10:00 PM12:00 PM,Yes
Le Pain Quotidien - Lexington,"861 Lexington Ave New York City, NY 10065-6604",+1 646-762-2209,Cafe;European;Soups,8:00 PM,7:30 PM,8:00 PM,7:30 PM,Yes
Korzo,"667 5th Ave New York City, NY 11215-6306",+1 718-285-3425,Bar;European;Eastern European,11:00 AM,12:00 AM,11:30 AM,11:30 PM,No
Dos Toros Taqueria,"200 Vesey St New York City, NY 10285-1000",+1 212-786-0392,Mexican;Fast Food;Southwestern,NaN,NaN,NaN,NaN,Yes
Pret A Manger,"25 W 23rd St New York City, NY 10010-4210",+1 646-918-6664,American;Fast Food;Soups,NaN,NaN,10:00 AM,7:00 PM,Yes
Tavern on the Green,"67th Street & Central Park West New York City, NY 10023",+1 212-877-8684,American;Bar;Vegetarian Friendly,9:00 AM,11:00 PM,9:00 AM,9:00 PM,No
Sweetgreen,"311 Amsterdam Ave New York City, NY 10023-1753",NaN,Fast Food;Vegan Options;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Tosties,"214 7th Ave New York City, NY 10011-1831",+1 212-675-1516,Delicatessen,8:00 AM,4:00 PM,8:00 AM,4:00 PM,No
Cheri,"231 Lenox Ave New York City, NY 10027-6496",+1 212-662-4374,French;European;Gluten Free Options,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
Barfly Sports Bar & Restaurant,"244 3rd Ave New York City, NY 10010-7435",+1 212-473-9660,American;Bar;Pub,11:00 AM,4:00 AM,12:00 PM,4:00 AM,No
The Long Room,"120 W 44th Street 6th Avenue & 7th Avenue New York City, NY 10036-4011",+1 212-997-3933,Irish;Bar;Gastropub,11:00 AM,4:00 AM,12:00 PM,2:00 AM,Yes
Half King,"505 W 23rd St New York City, NY 10011-1107",+1 212-462-4300,American;Bar;Pub,9:00 AM,4:00 PM,9:00 AM,4:00 PM,No
Ithaka,"308 E 86th St New York City, NY 10028-3121",+1 212-628-9100,Mediterranean;Greek;Seafood,12:30 PM,11:00 PM,12:30 PM,11:00 PM,Yes
Rainbow Room,"30 Rockefeller Plz New York City, NY 10112-0015",+1 212-632-5000,American;Contemporary;Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Kings Kitchen,"92 E Broadway New York City, NY 10002-7029",+1 212-966-7288,Chinese;Asian,NaN,NaN,NaN,NaN,No
Locanda Verde,"377 Greenwich St New York City, NY 10013-2338",+1 212-925-3797,American;Italian;Vegetarian Friendly,5:30 PM,11:30 PM8:00 AM,5:30 PM,11:00 PM8:00 AM,Yes
Serafina Always,"33 E 61st St New York City, NY 10065-8013",+1 212-702-9898,Italian;Pizza;Vegetarian Friendly,11:30 AM,11:59 PM12:00 PM,11:30 AM,11:59 PM12:00 PM,Yes
GMT Tavern,"142 Bleecker St New York City, NY 10012-1404",+1 646-863-3776,Bar;British;Pub,11:00 AM,4:00 AM,11:00 AM,4:00 AM,Yes
Istana Restaurant,"455 Madison Ave New York City, NY 10022-6845",+1 212-303-6032,NaN,6:30 AM,10:30 PM,6:30 AM,10:30 PM,No
Keste West Village,"271 Bleecker St New York City, NY 10014-4102",+1 212-243-1500,Italian;Pizza;International,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
Hudson Hall,"356 W 58th St New York City, NY 10019-1804",+1 212-554-6500,American;Contemporary,6:30 AM,2:00 AM,6:30 AM,12:00 AM,No
Sammy's Noodle Shop,"453 Avenue of the Americas New York City, NY 10011-8423",+1 212-924-6688,Chinese;Asian,11:30 AM,12:00 AM,11:30 AM,11:30 PM,Yes
Kitchenette,"1272 Amsterdam Ave New York City, NY 10027-5035",+1 212-531-7600,American;Cafe;Vegetarian Friendly,9:00 AM,11:00 PM,9:00 AM,11:00 PM,Yes
Thai Terminal,"349 E 12th St New York City, NY 10003-7212",+1 212-614-0155,Asian;Thai,12:00 PM,12:00 AM,12:00 PM,10:45 PM,No
Pokeworks,"63 W 37th St New York City, NY 10018-6202",+1 212-575-8881,Japanese;Seafood;Fast Food,11:00 AM,8:00 PM,11:00 AM,8:00 PM,Yes
Uptown Veg,"14 E 125th St New York City, NY 10035-1819",+1 212-987-2660,Vegetarian Friendly,8:00 AM,10:00 PM,8:00 AM,10:00 PM,No
Ayza Wine & Chocolate Bar,"11 W 31st St New York City, NY 10001-4402",+1 212-714-2992,Wine Bar;Vegetarian Friendly;Gluten Free Options,12:00 PM,2:00 AM,4:00 PM,11:00 PM,Yes
Cafe Fiorello,"1900 Broadway New York City, NY 10023-7004",+1 212-595-5330,Italian;Pizza;Vegetarian Friendly,9:00 AM,12:00 AM,9:00 AM,11:00 PM,Yes
Kabooz's Bar and Grill,"Penn Station, Amtrack Level New York City, NY 10001",+1 212-760-0848,American;Bar;Pub,11:00 AM,10:00 PM,11:00 AM,9:00 PM,Yes
Delmonico's Kitchen,"207 W 36th St New York City, NY 10018-7503",+1 212-695-5220,American;Steakhouse;Gluten Free Options,5:00 PM,10:00 PM,5:00 PM,9:00 PM,No
Subway,"2 W 35th St Frnt 1 New York City, NY 10001-2242",+1 212-967-1151,Fast Food,NaN,NaN,NaN,NaN,Yes
Paname,"1068 2nd Ave New York City, NY 10022-2859",+1 212-207-3737,French;European,11:30 AM,12:00 AM,11:30 AM,12:00 AM,No
Capitale,"130 Bowery New York City, NY 10013-4235",+1 212-334-5500,American,6:00 PM,12:00 AM,NaN,NaN,No
Hunter Delicatessen,"966 Lexington Ave New York City, NY 10021-5026",+1 212-439-7758,Delicatessen;Diner,6:00 AM,6:00 PM,6:00 AM,6:00 PM,No
The Keg Room,"West 36th Street New York City, NY 10018",+1 212-643-1400,Irish;American;Bar,11:00 AM,4:00 AM,11:00 AM,2:00 AM,Yes
Lunitas,"1039A Fulton St New York City, NY",NaN,NaN,8:00 AM,4:00 PM,8:00 AM,4:00 PM,No
Thalia,"828 8th Ave New York City, NY 10019-7403",+1 212-399-4444,American;Vegetarian Friendly;Vegan Options,11:00 AM,1:00 AM,11:00 AM,12:00 AM,Yes
Pam Real Thai Food 49,"404 W 49th St New York City, NY 10019-7236",+1 212-333-7500,Asian;Thai;Vegetarian Friendly,11:00 AM,10:45 PM,11:00 AM,10:45 PM,Yes
Eat Here Now,"839 Lexington Ave New York City, NY 10065-7401",+1 212-751-0724,American;Cafe;Diner,6:00 AM,10:00 PM,6:00 AM,10:00 PM,Yes
Chipotle Mexican Grill,"325 S End Ave New York City, NY 10280-1002",+1 212-267-3818,NaN,NaN,NaN,NaN,NaN,No
Little Italy Pizza,"2 E 33rd St New York City, NY 10016-5003",+1 212-481-5200,Pizza,10:00 AM,3:00 AM,10:00 AM,11:00 PM,Yes
Taksim,"1030 2nd Ave New York City, NY 10022-4031",+1 212-421-3004,Mediterranean;Turkish;Middle Eastern,12:00 PM,11:30 PM,12:00 PM,11:30 PM,Yes
Bento Sushi & Noodles,"173 Broadway New York City, NY 10007-3101",+1 212-437-8744,Japanese;Fast Food;Sushi,11:00 AM,8:00 PM,11:00 AM,8:00 PM,Yes
Park Italian Gourmet,"60 W 45th St Frnt 1 New York City, NY 10036-4207",+1 212-382-0580,Italian;Delicatessen,6:30 AM,4:30 PM,6:30 AM,4:30 PM,No
Great Northern Food,"89 E 42nd St New York City, NY 10017-5503",+1 646-568-4020,European;Scandinavian;Danish,NaN,NaN,NaN,NaN,Yes
Los Tacos No. 1,"229 W 43rd St New York City, NY 10036-3982",+1 212-574-4696,Mexican;Latin;Central American,NaN,NaN,NaN,NaN,Yes
Astro Restaurant,"1361 6th Avenue New York City, NY 10019-3811",+1 212-489-6284,American;Vegetarian Friendly;Vegan Options,6:00 AM,11:00 PM,6:00 AM,11:00 PM,Yes
Shake Shack,"49 Grand Central Terminal New York City, NY 10017-5622",+1 646-517-5805,American;Fast Food,7:00 AM,11:00 PM,7:00 AM,10:30 PM,Yes
Gazala Place,"709 9th Ave New York City, NY 10019-7300",+1 212-245-0709,Mediterranean;Middle Eastern;Israeli,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
11th Street Cafe,"327 W 11th St New York City, NY 10014-6200",+1 646-692-4455,Cafe;Healthy;French,7:30 AM,6:30 PM,7:30 AM,6:30 PM,Yes
Le District,"225 Liberty St New York City, NY 10281-1048",+1 212-981-8588,French;Vegetarian Friendly;Vegan Options,8:30 AM,11:00 PM,8:30 AM,10:00 PM,Yes
Cafe Bravo,"94 Greenwich St New York City, NY 10006-1801",+1 212-406-4444,American;Cafe;Fast Food,6:00 AM,6:00 PM,6:00 AM,6:00 PM,Yes
Moonstruck Eatery,"167 Avenue a New York City, NY 10009-4510",+1 646-964-5655,Diner,NaN,NaN,NaN,NaN,No
Highline Deli II,"83 Canal St New York City, NY 10002-6019",+1 212-226-3811,Delicatessen,NaN,NaN,NaN,NaN,No
Hummus Place,"71 7th Ave S New York City, NY 10014-4043",+1 212-924-2022,Mediterranean;Middle Eastern;Israeli,12:15 PM,9:30 PM,12:15 PM,9:30 PM,Yes
Black Forest Brooklyn,"733 Fulton St Brooklyn, NY 11217-1518",+1 718-935-0300,German;Bar;Pub,NaN,NaN,NaN,NaN,No
Macchiato Espresso Bar,"565 5th Ave New York City, NY 10017-2413",+1 212-557-5707,Cafe,NaN,NaN,NaN,NaN,Yes
Wondee Siam I,"792 9th Ave New York City, NY 10019-5639",+1 212-459-9057,Asian;Thai;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
Nocello,"257 W 55th St New York City, NY 10019-5232",+1 212-713-0224,Italian;Vegetarian Friendly;Gluten Free Options,4:00 PM,9:30 PM,4:00 PM,9:30 PM,Yes
Playwright Tavern & Restaurant,"202 W 49th St New York City, NY 10019-6810",+1 212-262-9229,American;Irish;Bar,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
Amelia's Bistro,"187 Warren St Jersey City, NJ 07302-6475",+1 201-332-2200,American;Gluten Free Options,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
Mary's Fish Camp,"64 Charles St New York City, NY 10014-2626",+1 646-486-2185,American;Seafood;Soups,12:00 PM,11:00 PM,NaN,NaN,Yes
Semsom Eatery,"110 Maiden Ln New York City, NY 10005-1702",+1 212-361-6110,Lebanese;Mediterranean;Healthy,NaN,NaN,NaN,NaN,No
Georgio's Pizzeria,"20 Beaver St New York City, NY 10004-2730",+1 212-361-6160,Italian;Pizza,11:00 AM,9:00 PM,11:00 AM,9:00 PM,Yes
Ray's Real Pizza,"709 8th Ave New York City, NY 10036-7102",+1 212-245-5009,Pizza;Italian,NaN,NaN,NaN,NaN,Yes
Foodbella,"3 E 53rd St New York City, NY 10022-4200",+1 212-588-1188,NaN,9:00 AM,6:00 PM,NaN,NaN,No
Il Brigante,"214 Front St New York City, NY 10038-2034",+1 212-285-0222,Italian;Pizza;Vegetarian Friendly,12:30 PM,11:00 PM,12:30 PM,10:30 PM,Yes
Kung Fu Little Steamed Buns,"140 E 55th St New York City, NY 10022-4513",+1 212-804-8556,Chinese;Asian;Soups,NaN,NaN,NaN,NaN,Yes
Bistango at the Kimberly Hotel,"145 E 50th St New York City, NY 10022-9502",+1 212-888-4121,Italian;Vegetarian Friendly;Vegan Options,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Burger King,"106 Fulton St New York City, NY 10038-2708",+1 212-566-5132,NaN,6:00 AM,10:00 PM,7:00 AM,10:00 PM,No
Rye House,"11 W 17th St New York City, NY 10011-5514",+1 212-255-7260,American;Bar,NaN,NaN,NaN,NaN,No
Stella 34 Trattoria,"151 W 34th St New York City, NY 10001-2101",+1 212-967-9251,Italian;Vegetarian Friendly;Vegan Options,11:30 AM,10:00 PM,11:30 AM,9:00 PM,Yes
Argo Tea,"530 1st Ave New York City, NY 10016-6402",+1 646-350-3456,Cafe;Healthy,NaN,NaN,NaN,NaN,No
Machiavelli,"519 Columbus Ave New York City, NY 10024-3402",+1 212-724-2658,Italian;Mediterranean;Vegetarian Friendly,8:00 AM,1:00 AM,8:00 AM,1:00 AM,No
Craft,"43 E 19th St New York City, NY 10003-1304",+1 212-780-0880,American;Vegetarian Friendly;Vegan Options,5:30 PM,11:00 PM,5:30 PM,10:00 PM,No
Estela,"47 E Houston St New York City, NY 10012-2749",+1 212-219-7693,Vegetarian Friendly;Gluten Free Options,5:30 PM,11:30 PM11:00 AM,5:30 PM,11:00 PM11:00 AM,No
Meme on Hudson,"581 Hudson St New York City, NY 10014-5936",+1 646-692-8450,Mediterranean;Middle Eastern;Vegetarian Friendly,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
Essen,"699 Avenue of the Americas New York City, NY 10010-5105",NaN,Vegan Options;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Lansdowne Road,"599 10th Ave New York City, NY 10036-3008",+1 212-239-8020,American;Bar;Pub,12:00 PM,4:00 AM,12:00 PM,4:00 AM,No
Vic's,"31 Great Jones St New York City, NY 10012-1178",+1 212-253-5700,Italian;American;Vegetarian Friendly,10:30 AM,11:30 PM,10:30 AM,10:00 PM,Yes
Gyu-Kaku - Mid Town,"805 3rd Ave Frnt 2 New York City, NY 10022-7513",+1 212-702-8816,Japanese;Barbecue;Asian,11:30 AM,12:00 AM,11:30 AM,10:00 PM,No
The Penrose,"1590 2nd Ave New York City, NY 10028-4121",+1 212-203-2751,American;Bar,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
Cassidy's Pub & Restaurant,"65 W 55th St New York City, NY 10019-4913",+1 212-397-0814,Irish;Bar;Vegetarian Friendly,11:00 AM,4:00 AM,11:00 AM,4:00 AM,Yes
Momofuku Ko,"8 Extra Pl New York City, NY 10003-8926",+1 212-203-8095,Asian;International;Fusion,6:00 PM,10:00 PM12:30 PM,NaN,NaN,No
Bryant Park Grill,"25 W 40th St New York City, NY 10018-2601",+1 212-840-6500,American;Vegetarian Friendly;Vegan Options,11:30 AM,11:00 PM,11:30 AM,11:00 PM,No
The Sea Grill,"19 W 49th St New York City, NY 10020-2206",+1 212-332-7610,American;Seafood;Soups,5:00 PM,10:00 PM,NaN,NaN,No
Toloache 82,"166 E 82nd St New York City, NY 10028-1822",+1 212-861-4505,Mexican;Vegetarian Friendly;Gluten Free Options,5:00 PM,11:30 PM,5:00 PM,10:00 PM,Yes
The Cannibal Beer & Butcher,"113 E 29th St New York City, NY 10016-8027",+1 212-686-5480,American;Bar,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
Scallywags Irish Pub and Restaurant,"508 9th Ave New York City, NY 10018-2806",+1 646-490-4803,Irish;Bar;Pub,11:00 AM,2:00 AM,11:00 AM,2:00 AM,Yes
Shanghai Heping Restaurant,"104 Mott St New York City, NY 10013-4674",+1 212-925-1118,Chinese;Asian;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
Roast Kitchen,"740 7th Ave New York City, NY 10019-6830",+1 212-399-9100,American;Fast Food;Vegetarian Friendly,7:00 AM,11:00 PM,7:00 AM,11:00 PM,Yes
Guantanamera,"939 8th Ave New York City, NY 10019-4264",+1 212-262-5354,Caribbean;Latin;Spanish,11:30 AM,1:00 AM,11:30 AM,12:00 AM,Yes
Adel's Famous Halal,"49th & 6th Avenue New York City, NY 10019",NaN,Mediterranean;Middle Eastern,NaN,NaN,NaN,NaN,No
Vinegar Hill House,"72 Hudson Ave Brooklyn, NY 11201-1222",+1 718-522-1018,American;Vegetarian Friendly;Gluten Free Options,6:00 PM,11:30 PM10:30 AM,5:30 PM,11:00 PM10:30 AM,No
Just Salad,"151 W 34th St New York City, NY 10001-2101",+1 212-244-1111,Healthy,11:00 AM,8:00 PM,11:00 AM,8:30 PM,Yes
Anejo Tribeca,"301 Church St New York City, NY 10013-2403",+1 212-920-6270,Mexican;Latin;Vegetarian Friendly,11:30 AM,2:00 AM,11:30 AM,10:00 PM,Yes
Subway,"1285 Avenue of the Americas New York City, NY 10019-6031",+1 212-245-1392,NaN,NaN,NaN,NaN,NaN,No
Tres Carnes,"688 Avenue of the Americas New York City, NY 10010-5118",+1 212-989-8737,Mexican;Fast Food;Latin,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
2 Bros Pizza,"755 Avenue of the Americas New York City, NY 10010-2004",+1 212-675-2922,Pizza;Italian;Fast Food,12:00 AM,3:00 AM11:00 AM,12:00 AM,3:00 AM11:00 AM,Yes
Le Pain Quotidien,"1399 Madison Ave New York City, NY 10029-6910",+1 646-663-3149,NaN,8:00 AM,7:00 PM,8:00 AM,7:00 PM,No
Yoan Ming Garden,"1407 Madison Ave New York City, NY 10029-6930",+1 212-426-9545,Chinese,NaN,NaN,NaN,NaN,No
Risotteria Melotti NYC,"309 E 5th St New York City, NY 10003-8825",+1 646-755-8939,Italian;Mediterranean;Healthy,11:00 AM,10:30 PM,11:00 AM,10:30 PM,Yes
La Sirena Ristorante,"88 9th Ave New York City, NY 10011-4900",+1 212-977-6096,American;Italian;Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Lexington Bar and Books,"1020 Lexington Ave New York City, NY 10021-4223",+1 212-717-3902,Bar;Pub;American,5:00 PM,4:00 AM,5:00 PM,3:00 AM,No
44th Street Pizza,"700 3rd Ave New York City, NY 10017-4054",+1 212-599-4438,Pizza,NaN,NaN,NaN,NaN,No
Hello Deli,"213 W 53rd St New York City, NY 10019-5805",+1 212-489-7832,American;Vegetarian Friendly,8:00 AM,3:00 PM,NaN,NaN,Yes
Texas Rotisserie & Grill,"2581 Broadway New York City, NY 10025-5655",+1 212-665-9800,Barbecue,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
The Bedford,"110 Bedford Ave Brooklyn, NY 11249-2272",+1 718-302-1002,American;Bar;Vegetarian Friendly,11:00 AM,4:00 AM,11:00 AM,2:00 AM,No
Sweet Life Cafe,"147 Christopher St New York City, NY 10014-2837",+1 212-807-0003,Cafe;Delicatessen,8:00 AM,4:00 PM,8:00 AM,4:00 PM,No
Le Coucou,"138 Lafayette St New York City, NY 10013-3161",+1 212-271-4252,French;European,NaN,NaN,NaN,NaN,No
Falafellas,"570 8th Ave New York City, NY 10018-3001",NaN,Middle Eastern;Mediterranean;Healthy,NaN,NaN,NaN,NaN,No
Atlas Cafe,"73 2nd Ave New York City, NY 10003-8639",+1 212-539-0966,Cafe;Vegetarian Friendly;Vegan Options,7:30 AM,12:00 AM,7:30 AM,12:00 AM,Yes
Sugar Hill Creamery,"184 Lenox Ave New York City, NY 10026-1327",+1 212-634-9004,Cafe,12:00 PM,10:00 PM,12:00 PM,10:00 PM,Yes
Patzeria Perfect Pizza,"231 W 46th St New York City, NY 10036-1409",+1 212-575-7646,Italian;Pizza;Fast Food,7:00 AM,11:59 PM12:00 PM,7:00 AM,11:59 PM12:00 PM,Yes
Madison Square Eats,"1 W 25th St New York City, NY 10010-2002",NaN,Fast Food;Mediterranean;Asian,NaN,NaN,NaN,NaN,Yes
Taste Good Restaurant,"18 W 25th St New York City, NY 10010-2703",+1 212-741-3223,Chinese;Asian;Vegetarian Friendly,11:00 AM,10:00 PM,11:00 AM,10:00 PM,No
Wa Jeal Sicuan Chili House,"1588 2nd Ave New York City, NY 10028-4120",+1 212-396-3339,Chinese;Asian,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
Broadway Cafe,"1123 Broadway New York City, NY 10010-2007",+1 212-727-9797,NaN,8:00 AM,4:00 PM,8:00 AM,2:00 PM,No
Marta,"29 E 29th St New York City, NY 10016-7902",+1 212-651-3800,Italian;Pizza;Vegetarian Friendly,11:00 AM,11:30 PM,11:00 AM,11:30 PM,Yes
Ivan Ramen,"25 Clinton St New York City, NY 10002-1793",+1 646-678-3859,Japanese;Asian;Soups,12:30 PM,11:00 PM,12:30 PM,10:00 PM,Yes
Iron Horse NYC,"32 Cliff St New York City, NY 10038-2853",+1 646-546-5426,NaN,11:30 AM,4:00 AM,12:00 PM,4:00 AM,No
Rice 'N' Beans,"744 9th Ave New York City, NY 10019-6624",+1 212-265-4444,Brazilian;Latin;South American,11:00 AM,4:00 AM,11:00 AM,10:00 PM,Yes
Studio Cafe at The Whitney Museum of American Art,"99 Gansevoort St New York City, NY 10014-1404",+1 212-570-3600,American;Cafe;Vegetarian Friendly,11:00 AM,9:00 PM,11:00 AM,5:00 PM,No
Jolie Cantina,"241 Smith St Brooklyn, NY 11231-4719",+1 718-488-0777,Mexican;Latin;Bar,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
The Marshal,"628 10th Ave New York City, NY 10036-3022",+1 212-582-6300,American;Gastropub;Vegetarian Friendly,11:00 AM,4:00 PM5:00 PM,5:00 PM,11:00 PM11:00 AM,Yes
Rosie O'Grady's,"800 7th Ave New York City, NY 10019-5810",+1 212-582-2975,American;Irish;Bar,11:00 AM,1:00 AM,11:30 AM,12:00 AM,Yes
Stone Street Tavern,"52 Stone St New York City, NY 10004-2604",+1 212-785-5658,American;Bar;Pub,11:00 AM,12:00 AM,11:00 AM,3:30 PM,No
MarkJoseph Steakhouse,"261 Water St New York City, NY 10038-1714",+1 212-277-0020,American;Steakhouse,5:00 PM,10:45 PM,3:00 PM,9:00 PM,No
NY Jumbo Bagels,"1070 2nd Ave New York City, NY 10022-2667",+1 212-355-6185,Cafe,NaN,NaN,NaN,NaN,No
Subway,"1205 Lexington Ave New York City, NY 10028-1436",+1 212-570-5900,NaN,7:00 AM,11:00 PM,7:00 AM,11:00 PM,No
Vinateria,"2211 Frederick Douglass Blvd New York City, NY 10026-1101",+1 212-662-8462,Italian;Contemporary;Mediterranean,10:30 AM,12:00 AM,5:00 PM,10:00 PM10:30 AM,Yes
The Cottage - Amsterdam Ave & 77th St,"360 Amsterdam Ave New York City, NY 10024-6737",+1 212-595-7450,Chinese;Asian;Vegetarian Friendly,11:30 AM,12:00 AM,11:30 AM,11:15 PM,Yes
Wrapido,"104 8th Ave New York City, NY 10011-5130",+1 212-208-7800,Mediterranean;Vegetarian Friendly,10:30 AM,1:00 AM,10:30 AM,11:00 PM,No
Parrilla Latin Bistro,"3920 Broadway New York City, NY 10032-1518",+1 212-543-9500,Latin;Spanish,11:00 AM,4:00 AM,11:00 AM,4:00 AM,No
Jukai,"237 E 53rd St New York City, NY 10022-4818",NaN,Japanese;Sushi;Asian,6:00 PM,1:00 AM,NaN,NaN,No
Bon Vivant New York,"231 E 58th St New York City, NY 10022-1224",+1 646-481-4044,NaN,9:00 AM,6:30 PM,NaN,NaN,No
